Date,Author,Text,Label
10/20/2021 2:02,ɪᴡɪᴅ sᴏᴇʀʏᴏ🇮🇩,"b'@pinjollaknat Hutang Negara Tanpa Persetujuan Rakyat , juga Tidak Perlu Dibayar khan Pak ...?'",negative
10/20/2021 1:56,portal_pinjolers,b'JAKARTA\xc2\xa0- Beragam cara dilakukan oleh pihak peminjam kepada nasabahnya agar dapat segera melunasi utang. Mulai dari\xe2\x80\xa6 https://t.co/lcPSyScyex',negative
10/20/2021 1:55,E-Mang Guepikirin ™,b'...ayo ramai2 kita cari pinjol ilegal terus kita kuras duit mereka...\xf0\x9f\x98\x8e\xf0\x9f\x98\x8e https://t.co/dei4LTcbLO',negative
10/20/2021 1:51,Abi_onefinger,b'@pinjollaknat Gile lu ndro no wagub d jadiin no kontak darurat buat pinjol yg neror auto d coret jd warga nya \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3',negative
10/20/2021 1:48,Bapaknya Arka,"b'@pinjollaknat Gak usah bayar,,lah kalo digebukin debt kolektor,, teman2,,saudara,,dan semua kontak kita di hp di ki\xe2\x80\xa6 https://t.co/JW4hRL9HwZ'",negative
10/20/2021 1:47,Abi_onefinger,b'@pinjollaknat @inilahdotcom Ni mah udah lama ada dari dulu om \nBuat registrasi perdana \nCetak kartu Internet\nSMS bl\xe2\x80\xa6 https://t.co/0RLA9TMDMj',netral
10/20/2021 1:47,R.A. Yusuf,"b'RT @BossTemlen: Pinjol ilegal tidak perlu dibayar..\nCATAT bahwa ini keterangan resmi negara, silakan sebarkan masif!\nhttps://t.co/1S5kOpH5tm'",netral
10/20/2021 1:42,beth,b'@countbela @jem_bos @pinjollaknat Gatau deh aku',netral
10/20/2021 1:40,rita puspita,"b'@zunzun_mardiono @pinjollaknat Direksi pinjol nya lgsg dipanggil, izin nya langsung dibekukan \xf0\x9f\xa4\xa3'",positive
10/20/2021 1:38,Pengen Cuti,b'desane fattah meneh https://t.co/8aLTlchNYb',netral
10/20/2021 1:36,🍂Neng May 🍂💞,b'@pinjollaknat @R7ser Kalo bisa sih musnahkan namanya pinjol... Tak ada lagi pinjol pinjolan lah... Lucknutt itu',negative
10/20/2021 1:36,🌿👀,"b'@rzk_maulana86 @codemata313 @Byprs @pinjollaknat pakai true caller: pake pc, gunakan gmail yg ga terkait kontak/sync contact'",negative
10/20/2021 1:30,sebar untung,"b'@pinjollaknat Tau gitu ngutang 5M ke pinjol ilegal, enak kali ya ga perlu bayar...'",negative
10/20/2021 1:21,Aphrodite Celestamine Prune,b'@pinjollaknat kl pinjol.ilegal.kemungkinan aturannya ngaco sama kayak rentenir buat efek jera gak perlu bayar gak a\xe2\x80\xa6 https://t.co/uQ3OTriPPh',negative
10/20/2021 1:20,Stained Greaves,b'@codemata313 @rzk_maulana86 @Byprs @pinjollaknat Bedanya ada di consent sih bro. Klo truecaller sejauh ini pada ok2 aja kontaknya diambil.',netral
10/20/2021 1:18,deni kartiwa,b'@pinjollaknat Asal kyat di marah marahin ama DC nya',netral
10/20/2021 1:15,Hera,b'@Partono_ADjem @pinjollaknat @Partono_ADjem terima kasih sudah membantu orang yang kesulitan pikiran.\xf0\x9f\x8c\xb9\xe2\x9d\xa4',positive
10/20/2021 1:12,Kadrun Cabang Sunda,"b'@pinjollaknat Gimana ya klo Nomornya kepala OJK, Menteri Kominfo dan Kapolri dijadikan jaminan terus DC PinjolLaknat Neror\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",netral
10/20/2021 1:06,varchar2,b'@rzk_maulana86 @Byprs @pinjollaknat Masalahnya kita juga nyetor kontak kita ke truecaller ...',netral
10/20/2021 1:03,🦇,b'@bebetisme8 @jem_bos @pinjollaknat Itu krn mereka bisa akses ke semua kontak gak sih',netral
10/20/2021 1:02,Sudjatmiko Sudjatmik,"b'@pinjollaknat Hutang tetap hutang. Hanya saja, jika ada bunganya harus wajar. Itu saja terima kasih'",netral
10/20/2021 1:00,#Kisihati Heru Lelono,"b'@MkomEliya Sejak saat ini, kalau terjadi tindak kekerasan dari para PinjolLaknat, menjadi tanggungjawab negara.'",netral
10/20/2021 0:57,#PenyadaranTimeline,b'@pinjollaknat orang2 di OJK udah lama invest di bisnis pinjol. Bahkan ada yg punya posisi di perusahaan pinjol. har\xe2\x80\xa6 https://t.co/LESZHbMen4',netral
10/20/2021 0:57,varchar2,b'@rzk_maulana86 @Byprs @pinjollaknat Iya ..tp harusnya gk boleh / ada opsi pilihan mau dibagi / gk kontaknya seperti\xe2\x80\xa6 https://t.co/TBw2zZzDSJ',netral
10/20/2021 0:54,SUPRIYANTO,b'@zarazettirazr @ArsyakaRosyid @_jennnbae @pinjollaknat Ok... Terima kasih.',netral
10/20/2021 0:50,Jupri Risanggi 🇮🇩,b'@A_6un @pinjollaknat @drwox bayar hutang itu urusan moral yang minjam. tapi kalau soal hukum maka hutang-piutang pi\xe2\x80\xa6 https://t.co/KdWW7uQR6N',netral
10/20/2021 0:48,Jupri Risanggi 🇮🇩,b'@herirwidjaja @pinjollaknat itu urusan moral yang minjam. tapi kalau soal hukum maka hutang-piutang pinjol ilegal i\xe2\x80\xa6 https://t.co/osD5wPJ0Wb',netral
10/20/2021 0:48,Jupri Risanggi 🇮🇩,b'@vebaa @pinjollaknat @TerongU72356816 itu urusan moral yang minjam. tapi kalau soal hukum maka hutang-piutang pinjo\xe2\x80\xa6 https://t.co/oHEN753AMu',netral
10/20/2021 0:45,Jupri Risanggi 🇮🇩,b'@taufiqaris @pinjollaknat disamping itu ingat juga korban-korban yang sudah jatuh.',netral
10/20/2021 0:45,Rizki Maulana,"b'@codemata313 @Byprs @pinjollaknat Karena kalau gak ada trucaller, dipastikan hampir tiap hari puluhan atau ratusan\xe2\x80\xa6 https://t.co/x4XE79mTiQ'",netral
10/20/2021 0:42,Jupri Risanggi 🇮🇩,"b'@blx_coffee @pinjollaknat kalo mau bayar pokoknya silahkan, terserah masing-masing, tapi kalau nggak mau bayar juga\xe2\x80\xa6 https://t.co/S1GrvZ2uDw'",netral
10/20/2021 0:40,Heri R Widjaja,"b'@pinjollaknat Kalu pinjam dengan sadar ya harus bayarlah, mnimal besaran uang yg dipinjam.'",netral
10/20/2021 0:39,-,"b'@pinjollaknat Wagub nya bukan bapak, tp ibu \xf0\x9f\x98\x81'",netral
10/20/2021 0:39,Crispy Crackers,b'@ofiewahyudi @pinjollaknat @txtdarianonimne Salah satu yang tertunduk lesu kemarin pas di gerebek? \xf0\x9f\x98\x85',netral
10/20/2021 0:37,Rizki Maulana,b'@codemata313 @Byprs @pinjollaknat Setahu saya berbagai aplikasi perpesanan dan sejenisnya memang membutuhkan ke aks\xe2\x80\xa6 https://t.co/aeMHJh7qMG',netral
10/20/2021 0:37,WijayaKusuma,b'@pinjollaknat selevel menko ngomongin pinjol\nitu tanda pinjol memang sudah masuk dalam skenario penguasa yg penghamba utang ini',negative
10/20/2021 0:34,JusticeMilitia 🇮🇩🛡💉👀.,"b'Tetap bayar ya, bagi yg tahu itu pinjol ilegal tapi tetap minjam. Pulangkan pokoknya saja, yg diterima saja. Jika d\xe2\x80\xa6 https://t.co/RuQW2U5Q78'",netral
10/20/2021 0:32,varchar2,"b'@rzk_maulana86 @Byprs @pinjollaknat Cara kerja trucaller sama kayak aplikasi pinjol, dia ambil semua kontak di hape\xe2\x80\xa6 https://t.co/KDyrhARSgb'",netral
10/20/2021 0:27,Madd,b'Bahaya kalau orangnya ga ikhlas https://t.co/qly2puwjaZ',netral
10/20/2021 0:20,Kharisma Arif S,b'@MartinMezra @zarazettirazr @pinjollaknat orang terjerat pinjol itu krn tidak ada pengawasan dan pembimbingan. cari\xe2\x80\xa6 https://t.co/GFbBGnzzzq',netral
10/20/2021 0:20,Danen,b'@cakrabenua @pinjollaknat tapi duit pinjolnya ntar abis duluan dipake bayar polisi wkwkwk',negative
10/20/2021 0:20,Abu Cuan,"b'RT @BossTemlen: Pinjol ilegal tidak perlu dibayar..\nCATAT bahwa ini keterangan resmi negara, silakan sebarkan masif!\nhttps://t.co/1S5kOpH5tm'",netral
10/20/2021 0:19,Kharisma Arif S,"b'@MartinMezra @zarazettirazr @pinjollaknat di akhirat orang Indonesia di bebaskan dari hutang, krn masi pny 11 ribu\xe2\x80\xa6 https://t.co/xlUhlS9AK1'",negative
10/20/2021 0:15,slowAjaGaUsahNgegas😁,"b'@PeperoIam @pinjollaknat Logikanya,klo sarang burung walet g mungkin rame. \xf0\x9f\x98\x85'",netral
10/20/2021 0:13,Lelah,"b'@pinjollaknat Indodana pinjam 3jt selama 3 bulan bayarnya 4.5 sekian kalau di total, kredit pintar pinjaman 3jt mas\xe2\x80\xa6 https://t.co/YKywpHisrA'",netral
10/20/2021 0:11,Yoseph Klaudius,b'@pinjollaknat Tttd\ni89S8wiiIdix8xi\xc2\xa3#\xc2\xa3$}\xe2\x97\x8b}~\xe2\x97\x8b\xe2\x99\xa4dtrdddd https://t.co/phkxJPnJCB',netral
10/20/2021 0:09,dr. Rahadian Malik,b'Lifehack cepat kaya https://t.co/hVIzBMIgeq',netral
10/20/2021 0:07,Lelah,"b'@petromax76 @pinjollaknat @Partono_ADjem @KreditPintar ini legal rasa ilegal, bunga besar, pengajuam 3jt, masuk 2,5\xe2\x80\xa6 https://t.co/seovQhEWuu'",negative
10/20/2021 0:06,Sekar izza,"b'@Partono_ADjem @pinjollaknat Pinjol, biadab dan zalim'",negative
10/20/2021 0:05,Աօղց Íҽ Lαղց,b'@pinjollaknat ....coba ada yg teror pinjol ke hpnya Jokowi ya. Seru kali.',negative
10/20/2021 0:03,aris taufiq,b'@pinjollaknat Enak yg dah minjem',netral
10/19/2021 23:59,Eliya_mkom,b'Harusnya operator pinjol juga diproses hukumlah Pak @ListyoSigitP \xf0\x9f\x99\x8f https://t.co/IIdcAFUjyI',positive
10/19/2021 23:58,Lelah,b'@pinjollaknat Yg kaya gini kalau ketangkep nangis ga ya?',netral
10/19/2021 23:58,fujj fajj,b'@pinjollaknat Coba dicek...perusahaan pinjol pada bayar pajak gak ?',netral
10/19/2021 23:58,bos besar,b'Lucu lucu og lampung ki jan \xf0\x9f\x98\x84 https://t.co/6ftgOQFGPH',netral
10/19/2021 23:57,Fadhlan Adzkhan,b'@pinjollaknat Anget2 tai ayam tunggu dua bulan lagi bakal menjamur kembali pinjol',negative
10/19/2021 23:55,ReyFiz,"b'@pinjollaknat Kira2 Jokowi, mahfud md, kapolri pernah di teror pinjol jg gk ya!! \xf0\x9f\x98\x82\xf0\x9f\x98\x82'",netral
10/19/2021 23:53,Proyek Eliminasi,b'Wow keren pinjol meneror pejabat \xf0\x9f\x98\xac https://t.co/FCW5D6JJ0b',negative
10/19/2021 22:44,#ExGerombolanSiberat™,b'Masihih bertanyaha yg legahal inihi macaham apaha? https://t.co/DXzp48sDbw',negative
10/19/2021 22:24,Deffal A.G.,"b'@pinjollaknat Wkwk cc @Partono_ADjem ada ajadah yaa, gk sekalian hotline laporkopit dijadiin kondar \xf0\x9f\x98\x85'",netral
10/19/2021 22:19,Indah Kurniawati,b'Wadoh \xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\nBocor bocor bocorrrr https://t.co/ZtEP06Gze1',netral
10/19/2021 22:06,Ofie Wahyudi,"b'@pinjollaknat @txtdarianonimne Mau duitnya. Tp gak mau bayar. Terus kalau ditagih bilangnya haram keq, riba keq!\xe2\x80\xa6 https://t.co/CFWdu9epak'",negative
10/19/2021 22:03,🇲🇨ıllıllı Dharsuki ıllıllı🇵🇸,b'@pinjollaknat Ternyata banyak ya. Emang sengaja tuh pinjol gak ngecek dulu nomer yg dijadiin nomer darurat. \xf0\x9f\x98\x81',negative
10/19/2021 21:43,faiza Abdullah,b'@Rahmatmikhaela @pinjollaknat Ada dooong \nPunya nih wkwkwk\xf0\x9f\x98\x80\xf0\x9f\x98\x80',netral
10/19/2021 21:25,imam syaban,b'@pinjollaknat Pantesan di situ sering ketemu yg hanya bisa bahasa Mandarin .di tanya pake English malah pada plunga plongo',netral
10/19/2021 21:05,Iam_pepero,b'@gerilyawan86 @pinjollaknat Di depan temoat gw dagang ada nih ruko kek gini karyawannya banyak banget pintu selalu\xe2\x80\xa6 https://t.co/QmPblvqrhe',negative
10/19/2021 20:37,bektigat,"b'@pinjollaknat @joulepakir Kasus KM 50 GIMANA PAK, ITU NYAWA YG HILANG BUKAN DUIT \xf0\x9f\x98\x84'",negative
10/19/2021 20:04,Ahmad,b'@bertanyarl @pinjollaknat Aku juga sering sih di sms terutama. Klo di wa agak jarang',netral
10/19/2021 19:59,Tatyk Hadjar,b'@FebyIshak @pinjollaknat Iya bener',netral
10/19/2021 19:36,yndira,"b'ini gimana sih konsepnya? a debt is still a debt, gimanapun metodenya dan siapapun pemberinya. \n\nmendingan lebih ge\xe2\x80\xa6 https://t.co/YKggb83NU7'",netral
10/19/2021 19:28,𝖋𝖗𝖎𝖊𝖓𝖉 𝖜𝖎𝖙𝖍 𝖇𝖎𝖘𝖒𝖎𝖑𝖑𝖆𝖍,b'polisi bakal kasih perlindungan kalo bayarnya kepolisi? https://t.co/p5Uu9VZYE8',netral
10/19/2021 19:00,M,"b'Jangan bayar tapi bisa jamin orang gak bakal diteror dan datanya disalahgunakan, gak? Lapor polisi, percuma, gak? https://t.co/ZctSYolkN6'",negative
10/19/2021 18:59,D 2 N,"b'@pinjollaknat Klo ""bank emok"" Alias lintah darat ??? Msh berkeliaran daerah jw brt'",negative
10/19/2021 18:58,watsitoya,b'Phk masal pinjol ilegal \xf0\x9f\xa4\xa3 https://t.co/XLv8vdWWbQ',negative
10/19/2021 18:37,Suara_Fals_Indonesia,b'@pinjollaknat Good point dari Menkopolhukam @mohmahfudmd \n@DivHumas_Polri \n\nKarena bnyk korban pinjol ilegal (maupu\xe2\x80\xa6 https://t.co/z0kgTgkT9X',positive
10/19/2021 18:23,Cak Alfa,b'@Partono_ADjem @pinjollaknat Solutif bgt pak djem \xf0\x9f\x91\x8d',positive
10/19/2021 18:08,➰Mengikuti...,b'Back nya kuat!\n.\nCiut juga dia\xf0\x9f\x98\x8f https://t.co/wNxjFGPyfG',netral
10/19/2021 18:07,Koesnadi,"b'RT @BossTemlen: Pinjol ilegal tidak perlu dibayar..\nCATAT bahwa ini keterangan resmi negara, silakan sebarkan masif!\nhttps://t.co/1S5kOpH5tm'",netral
10/19/2021 18:06,Mas Teguh Bantul,"b'RT @BossTemlen: Pinjol ilegal tidak perlu dibayar..\nCATAT bahwa ini keterangan resmi negara, silakan sebarkan masif!\nhttps://t.co/1S5kOpH5tm'",netral
10/19/2021 18:06,AE.🕙🇲🇨🇵🇸,"b'RT @BossTemlen: Pinjol ilegal tidak perlu dibayar..\nCATAT bahwa ini keterangan resmi negara, silakan sebarkan masif!\nhttps://t.co/1S5kOpH5tm'",netral
10/19/2021 18:06,rifanwahyudi,"b'@bertanyarl @pinjollaknat Cakep nih, kalo ada beginian share nomornya.. diserbu warganet. Serang balik \xf0\x9f\x98\x82 telak!'",negative
10/19/2021 18:03,Boss,"b'Pinjol ilegal tidak perlu dibayar..\nCATAT bahwa ini keterangan resmi negara, silakan sebarkan masif!\nhttps://t.co/1S5kOpH5tm'",netral
10/19/2021 18:02,Paridi the broken,"b'@bebetisme8 @pinjollaknat Sy sering \xf0\x9f\x98\x85, tiba2 ditelfon ditanyain apa kenal dengan saudara AAA, beliau menjadikan and\xe2\x80\xa6 https://t.co/TPFe6rtbCu'",negative
10/19/2021 17:57,Lea,b'@pinjollaknat @TerongU72356816 Hutang harus dibayarlah',netral
10/19/2021 17:54,Negeri Dongeng 🌤️🌏,b'gampang klo cuma ngomong...teror yg diterima nantinya apa nggak diperhitungkan... kecuali klo negara memberikan per\xe2\x80\xa6 https://t.co/sWaQt2nkwn',negative
10/19/2021 17:50,𝐀𝐍𝐎𝐌 (ᮃᮔᮧᮙ᮪),b'Mampus pinjol ilegal! https://t.co/BGRsV03c8O',negative
10/19/2021 17:38,fdl,b'@pinjollaknat Harusnya larangan menggunakan pinjaman online kalo nggak mampu bayar.',positive
10/19/2021 17:35,🏴LintangeJagad,b'@pinjollaknat bagus sih walaupun terlambat ..\ndan ijin usaha perusahaan pinjol siapa yg ttd ya pak?',netral
10/19/2021 17:29,Wahyusukauto,b'@bertanyarl @pinjollaknat Gustav mental aman boss? Wkwk',netral
10/19/2021 17:15,thief,b'Ayo pada pinjam ke pinjol ilegal..\nBuat mereka bangkrut https://t.co/ZiRDReiuk4',negative
10/19/2021 17:14,erladhi.pratama,"b'halah\xc2\xb2 nomer saya pun entah siapa yg ngasih ke pinjol haram, tiap hari krangkring terus \xf0\x9f\xa4\xac https://t.co/IGkJmEVH0i'",netral
10/19/2021 17:12,balle’,"b'@pinjollaknat Secara administrasi memang salah, tapi hutang tetaplah hutang, tetap harus dilunasi.'",netral
10/19/2021 17:10,hanya orang biasa,b'@pinjollaknat @Gojekmilitan Semuanya ini terjadi hanya ada di era 7 thn ini..',negative
10/19/2021 17:03,Van,"b'""lapor ke..."" Ah sudahlah https://t.co/4LWriprJWR'",netral
10/19/2021 17:01,Buzzer of my own mind,"b'@pinjollaknat Pinjol ilegal jangan dipinjem duid nyaaa!!!!! Udah tahu setan, masih aja diajak dealing?? Heran deh ya!!??'",negative
10/19/2021 16:59,Brian,b'@pinjollaknat Mana ada yg mau',netral
10/19/2021 16:48,Aki Suminta,"b'@pinjollaknat @BossTemlen Coba ya gw punya nomer pak jokowi,opung LBP,pak dudung,pak listyo,bripka ambarita,nek meg\xe2\x80\xa6 https://t.co/1RhzY59Fcd'",netral
10/19/2021 16:41,カイトタツヤ,b'@pinjollaknat berarti indienation ini visioner ya. dari dulu aja kalo minjem ke temen kan gak pernah bayar juga. ap\xe2\x80\xa6 https://t.co/VUbCnkjksF',negative
10/19/2021 16:38,julinus omrie,"b'@blx_coffee @pinjollaknat gak ah, kan pinjol ilegal ga perlu dibayar. duit gratis itu mah.'",netral
10/19/2021 16:27,Mahfud efendi,b'@pinjollaknat Gmn caranya supaya CPT bebas dr pinjol bang? Mana kondisi sulit seperti sekarang ini kerjaan sepi \xf0\x9f\x98\xad',netral
10/19/2021 16:25,Stian',"b'@pinjollaknat Tabiat ngutang itu tetep harus dibalikin, mau legal atau ilegal klo ga bayar utang lo juga sama aja brengseknya.'",netral
10/19/2021 16:25,Burialbuncelik.,b'@pinjollaknat Boleh jadi ntar ada kejadian nmr Jokowi.',negative
10/19/2021 16:19,Partono Ahmet Djemat,b'@arifbsantoso @pinjollaknat Iya makanya lg di arahin ini \xf0\x9f\x98\x81',netral
10/19/2021 16:17,Adinto F. Susanto,"b'Wkwk, cerdas https://t.co/tytiVFc5iS'",positive
10/19/2021 16:14,Petugas Partai,b'@pinjollaknat Lah buktinye yang diciduk DC Pinjol \xf0\x9f\xa5\xb3\xf0\x9f\x8e\x89\nLoh kok nyalahin kreditur yang kejebak sama akal licik pinjol',negative
10/19/2021 16:12,LBH - Lembaga Baku Hantam,"b'Saranku sama yg pada kena pinjol emang begini.\n""Udah ga usah dibayar. Biarin aja. Mereka ga bakal bisa apa-apa, kok\xe2\x80\xa6 https://t.co/dKGzZPzDA3'",negative
10/19/2021 16:12,Kacang Goreng #SudahVaksin,b'@pinjollaknat Asuuu tenan',negative
10/19/2021 16:11,Pinjollaknat,b'Monggo ~ https://t.co/yBYto4Q4Ry https://t.co/GJb7XVq9rW',netral
10/19/2021 16:09,ki DJOKO BODOH,b'@pinjollaknat Pantas Jokowi mendukung fintech\xe2\x80\xa6.',netral
10/19/2021 16:09,Ultramini,b'Kayaknya perang lawan Pinjol bakal masuk babak baru..\n\nMereka juga ga akan stay still. https://t.co/r2eoGgz1pa',netral
10/19/2021 16:09,#29,b'Minjem ah buat modal nikah. https://t.co/24bFUTdiM4',netral
10/19/2021 16:08,BrayIsMe,b'@pinjollaknat kog gak Dihukum Bang..?',netral
10/19/2021 16:08,Kader Partai Covidiot Indonesia,b'@Partono_ADjem @pinjollaknat Naini kejadian di adikku yang di semarang Dok.',negative
10/19/2021 16:07,Beat The Bastard !!!,b'Hayu ngaranjuk ka pinjol ilegal terus ulah di bayar \xf0\x9f\xa4\xa3 https://t.co/DUHAoEnIFX',negative
10/19/2021 16:05,Partono Ahmet Djemat,b'@qizanadabegum @pinjollaknat Ywd dibayar',netral
10/19/2021 16:04,Bang Edi,"b'terima kasih banyak\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbc.. gw saban hari berusaha kelola pikiran dan aura positif dalam hidup gw, tapi tiap ingat soal\xe2\x80\xa6 https://t.co/FtZepWDvBM'",netral
10/19/2021 16:03,Ayin,b'Wah makin ajaaaaaaa \xf0\x9f\x99\x82 sukapinter https://t.co/9BQ6gYENW8',netral
